Pd_bus1,Pd_bus2,Pd_bus3,Pd_bus4,Pd_bus5,Pd_bus6,Pd_bus7,Pd_bus8,Pd_bus9,Pd_bus10,Pd_bus11,Pd_bus12,Pd_bus13,Pd_bus14,Pg_gen1,Pg_gen2,Pg_gen3,Pg_gen4,Pg_gen5,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,branch1,branch2,branch3,branch4,branch5,branch6,branch7,branch8,branch9,branch10,branch11,branch12,branch13,branch14,branch15,branch16,branch17,branch18,branch19,branch20,Total_Cost
0.0,19.07642917160859,85.92948561304007,42.93063849321849,6.882287453022692,9.976807236934096,0.0,0.0,25.071307327334036,7.864654681204079,2.964601387830015,5.634416429871736,12.410738429464807,12.349875503104215,231.0912417266328,0.0,0.0,0.0,0.0,0.0,-9.584332170228128,-21.92063035398488,-17.881670051589552,-15.414663442190319,-24.78358925889047,-23.076762833696858,-23.076762833696858,-25.809701610282666,-26.27859350988246,-25.833828896578762,-26.521775982786874,-26.753720432946555,-28.10164540437522,161.97958712570775,69.11165460092504,62.31397779338662,47.05840449955435,33.53077566115821,-23.615507819653452,-58.584816181411355,24.84263954718489,14.254434820908902,37.17532662764919,5.280239505722939,6.7948349317712555,15.123444953220897,0.0,24.84263954718489,5.549016563311154,8.476750477448604,-2.3156381178929246,1.1604185018995192,3.873125025655611,1830.4624022458138
0.0,22.40888893861103,90.26247728386231,47.65360697132037,7.840856851909984,10.567619542374308,0.0,0.0,30.461183184179273,9.335238172186681,3.620993285676643,6.02414212598115,13.855686206142346,15.266507236918805,257.29719979916285,0.0,0.0,0.0,0.0,0.0,-10.653055049030044,-23.925963402531607,-19.95508664570981,-17.231113190447793,-27.95677728924752,-26.143501541090284,-26.143501541090284,-29.39898892938794,-29.91931464577669,-29.309005039947625,-29.915188728034373,-30.241309846172598,-32.09027150950222,180.04149144887685,77.25570835028601,67.0450490150101,52.75653128788433,37.831022207371454,-23.217428268852217,-64.68709226459309,29.592649652737546,16.97993865956728,42.55878144115438,6.798530672197577,7.655726667397111,17.53690455918538,0.0,29.592649652737546,6.157700785665748,9.953704342459806,-3.1775373865209335,1.631584541415961,5.312802894458999,2038.0385120463786
0.0,21.25060028636847,84.78937778274681,45.69803210286125,6.987437507891991,10.1747013417281,0.0,0.0,27.446395399803087,8.719879189636414,3.1602704785476137,5.660359715086586,12.8296968875975,14.534519462208046,241.25127015447583,0.0,0.0,0.0,0.0,0.0,-9.993928882441443,-22.448320049600927,-18.706375135045597,-16.136790478966653,-26.134239896034806,-24.401015212265314,-24.401015212265314,-27.39674663391289,-27.889966707078433,-27.33623749281617,-27.961877898377256,-28.25853055995887,-29.985157417086413,168.90195846613898,72.34931168833685,62.910497384247535,49.41269426386203,35.32816653166096,-21.878880398499277,-61.02077074516612,27.23144642893897,15.625106078728635,39.66926996693973,6.0432257253965105,7.1445135152748165,16.3068293845403,0.0,27.23144642893897,5.836923942787518,9.573233165077013,-2.882955246848896,1.4841538001882304,4.961286297131032,1910.9394895813655
0.0,20.23136210828345,90.27463623065707,44.517001148435085,6.787010096792257,9.768323879944685,0.0,0.0,28.237454991180904,8.303628692179158,3.3727346334174397,5.792621124542321,13.088588956552003,13.481562887930219,243.85492474991457,0.0,0.0,0.0,0.0,0.0,-10.113781818260938,-23.100306681105593,-18.879938305021124,-16.265726621985362,-26.205458015850816,-24.541108623748244,-24.54110862374824,-27.519232890978397,-27.981929660803655,-27.438769669261752,-28.045770106835672,-28.325889398581108,-29.923319469651293,170.92752777185967,72.92739697805489,65.59844856718009,49.71731219805005,35.38040489834612,-24.67618766347698,-62.080543410965596,27.071395938825162,15.533270858278385,39.44024836864317,6.200661907546181,7.19405844566224,16.277204135490067,0.0,27.071395938825162,5.475701418050416,8.891510387872234,-2.827927274128742,1.4014373211199187,4.590052500057984,1931.5629100527606
0.0,17.824310982052232,78.10981952919833,40.3410143168135,6.601142940254121,9.851655240094269,0.0,0.0,24.28851313532773,7.694657624226388,2.817785049328611,4.832731950349922,11.024990242009627,12.067921646083043,215.45454265573784,0.0,0.0,0.0,0.0,0.0,-8.924853918397462,-20.268343163025474,-16.709074067880493,-14.412942695382954,-23.2474578034756,-21.695067057023447,-21.695067057023447,-24.31800646375459,-24.761999622183712,-24.2932910629433,-24.803470097259094,-25.053311215967764,-26.475792261330483,150.83410374171814,64.6204389140197,57.29903139176642,44.14825402383751,31.562507344061956,-20.810788137431913,-54.526985810912805,23.842736176085285,13.680701204419604,35.054817506914716,5.258085769068343,6.082687517233467,13.862388980518638,0.0,23.842736176085285,5.254356904486658,7.98056734069049,-2.4403007197397306,1.2499555668835445,4.087354305392553,1706.6048751035091
0.0,17.458945038037427,73.9854546095086,37.42674502243982,6.687780687110413,9.22853363533726,0.0,0.0,23.68921663918554,7.885755202160368,3.0094169192807856,4.819854026220646,11.1099192522174,12.949749948869512,208.2513709803677,0.0,0.0,0.0,0.0,0.0,-8.617094973839647,-19.446032410691984,-16.147622480019596,-13.966437786753511,-22.761434348322247,-21.169624796213114,-21.169624796213114,-23.811507326838825,-24.279191244984847,-23.827628091333185,-24.337021195654305,-24.604731149832194,-26.12879850481067,145.63283714449292,62.61853383587478,54.69989107871055,42.70943458586631,30.764566441878678,-19.285563530798044,-51.7973092677769,24.01493073925745,13.779504561147881,34.89801032286618,5.360451196636207,6.159207409139826,14.149818081752889,0.0,24.01493073925745,5.534720924804946,8.570497736414845,-2.3510342773554225,1.33935338291918,4.3792522124546664,1649.5489052183145
0.0,17.541344156222202,77.52263053961376,37.20370159464811,6.541575246359765,8.789579596806222,0.0,0.0,24.260516856685012,7.315970161817617,2.7463929626189554,4.7535441063685635,10.579482135098875,11.625882174856175,208.8806195310953,0.0,0.0,0.0,0.0,0.0,-8.664453090391357,-19.790455358098924,-16.143722113038613,-13.928270015657642,-22.3879422742778,-20.994242813346712,-20.994242813346712,-23.54591545221862,-23.945535786799976,-23.44870151217519,-23.90859064461879,-24.14662783310974,-25.577592000527286,146.4332109243089,62.44740860678641,56.20044586405795,42.4187217709123,30.272699133116436,-21.32218467555581,-52.611068567584226,23.194915361075445,13.308988707217097,33.56746392595889,5.333128395663095,5.944444589112971,13.500311344376604,0.0,23.194915361075445,4.729234728773478,7.514152482834041,-2.586735433044139,1.1909004827444072,4.111729692022133,1654.5331521554488
0.0,20.79397628505502,87.51363659962698,48.76295452568146,7.688265014150105,11.379317123714493,0.0,0.0,28.40435321583496,8.991531690528566,3.474930518361282,5.725611400712732,13.565050312329658,14.090621366445932,250.39024805244122,0.0,0.0,0.0,0.0,0.0,-10.355239621911277,-23.282879697874744,-19.483853415703148,-16.81319530670334,-27.250103302318298,-25.359451489790068,-25.35945148979007,-28.450377963251718,-28.984655709221247,-28.472075018230516,-29.10838505040719,-29.415939037987947,-31.01661781964247,175.0082748337211,75.38197321872013,65.30100558652052,51.77299111724064,37.140301844904876,-22.21263101310646,-63.420995226782445,28.09677732444012,16.12162348079502,41.41301482269248,6.1436486471202425,7.264304554508779,16.625744497348965,0.0,28.09677732444012,6.322813561769605,9.491234027630574,-2.668718128758961,1.5386931537960473,4.599387338815358,1983.3288857012324
0.0,20.04907364864423,87.5605010074509,44.369471585729805,6.68322481427197,10.729253792450812,0.0,0.0,28.293385404898412,8.692093369544555,3.3475251742631538,5.8021651199088895,12.632587205569344,13.787100217202381,241.94638133993448,0.0,0.0,0.0,0.0,0.0,-10.022104082141388,-22.748339460673527,-18.767300659232458,-16.185622288670867,-26.27247701469774,-24.51556089523914,-24.51556089523914,-27.539499822950955,-28.03660580252712,-27.49704614498182,-28.094672418826615,-28.35872838120347,-29.995574718236384,169.3781321977588,72.56824914217569,64.28365600107149,49.5984379372225,35.44696461082056,-23.276845006379403,-61.30796415487037,27.487854992380846,15.772230507602753,40.024024783853946,6.156707542906362,7.123237575266316,16.014825873230457,0.0,27.487854992380846,5.882911000901347,9.083789094183842,-2.8091823686432074,1.3210724553574265,4.703311123018539,1916.4454312209352
0.0,20.234378459998254,87.5008131959335,43.860796930104556,7.326069604653314,10.541463397551365,0.0,0.0,28.31824156179248,8.093048413574154,3.4185732243743012,5.7408879263897,12.685587839440299,14.167743880974898,241.88760443478682,0.0,0.0,0.0,0.0,0.0,-10.019657976082314,-22.7282109317352,-18.742104359574963,-16.181733230173908,-26.227612053004126,-24.469639254599702,-24.469639254599702,-27.482675376451603,-27.942794915985044,-27.43422298835183,-28.05102833246554,-28.32828632485696,-30.00820522643361,169.3367918891721,72.55081254561472,64.19433730187845,49.46941006971783,35.438666057577585,-23.306475894055055,-60.80197410118867,27.38874758523688,15.715363761510023,39.86143489735029,6.066419986665184,7.128010161688021,16.12554135144572,0.0,27.38874758523688,5.445201651283271,9.340668133671162,-2.6478467622908832,1.387122235298321,4.827075747303736,1915.979862235329
0.0,17.11908268639154,77.4247240296393,38.75098655336775,5.93422991665838,9.430174851940373,0.0,0.0,24.75566461717325,7.567616870596266,2.8873361878573243,5.110691213342719,11.122164607852199,12.249751542924338,212.35242307774345,0.0,0.0,0.0,0.0,0.0,-8.793751470744727,-20.02253795559459,-16.481346875956927,-14.215233707500158,-23.077540673139428,-21.525123799059468,-21.525123799059468,-24.178461114048517,-24.610688005559247,-24.139635230294427,-24.683400066403536,-24.916631275421576,-26.365167537246602,148.6184125527248,63.73401052501864,56.71963673713117,43.6002461729367,31.179446956265416,-20.705087292508125,-53.81413366081143,24.119055676657144,13.839250311215062,35.16509390381425,5.339841916314761,6.277547372128167,14.117529763430953,0.0,24.119055676657144,5.115111142138829,8.087530228560134,-2.452505728457437,1.166856158785448,4.162221314364205,1682.033137930075
0.0,22.117803866223138,90.41716170659274,49.33290041563954,7.836864056372607,10.605355025841574,0.0,0.0,28.836068747820235,9.164995164554037,3.360202860130304,6.257249904350261,13.867137741080336,14.82145828274639,256.6171977713512,0.0,0.0,0.0,0.0,0.0,-10.626156266482353,-23.906807035486615,-19.91616341996631,-17.180839901176967,-27.748898208632912,-25.89283495707393,-25.89283495707393,-29.03693229734368,-29.563610829029873,-29.000439859619746,-29.7187281940553,-30.007177738371873,-31.716426671136006,179.586889749575,77.03030802177621,67.0841580492209,52.688334581918994,37.69659325221194,-23.333003657371833,-64.95662595082742,28.580104902006617,16.39895155772838,41.93341126678815,6.292315992895068,7.700363494086968,17.335376753964535,0.0,28.580104902006617,6.2328820317892735,9.910105680125481,-2.932113132764764,1.443113589736707,4.911352602620909,2032.6522493041819
0.0,20.51067381006339,92.14467092377944,48.498221577023116,7.4454910945493085,10.555651526184803,0.0,0.0,29.336955496418362,8.344679328385022,3.474069614436005,5.920752634768941,13.67263433537078,14.165068596982898,254.068868937962,0.0,0.0,0.0,0.0,0.0,-10.52112921046672,-23.923127104895688,-19.741861647976023,-17.00835779169697,-27.393278497246616,-25.623396430466492,-25.623396430466492,-28.71744597819878,-29.18473011490757,-28.644112694028415,-29.295447225115584,-29.598287964547907,-31.257972642716567,177.81188457777117,76.25698436019086,67.6971151913368,52.29544259022971,37.308652986141304,-24.447555732442638,-64.9134138275719,28.125166327900093,16.137912780435748,41.20673242421096,6.2887591592850365,7.435865399589417,16.926456339151706,0.0,28.125166327900093,5.5299897835359895,9.396133828381494,-2.814689544849032,1.5151127648204765,4.7689347686014045,2012.467061483019
0.0,19.219052729300458,75.61611048285093,42.359914067074556,6.545548597179598,8.95161711411713,0.0,0.0,23.576485027334705,7.6561638133795435,2.8946964474083283,5.212812180865658,10.760067344478239,13.106360390988305,215.89882819497745,0.0,0.0,0.0,0.0,0.0,-8.94584190044618,-20.068295504820867,-16.74456862818726,-14.432922410161327,-23.209709473761336,-21.705183323549317,-21.705183323549317,-24.314772184666285,-24.752675574558044,-24.277518369579155,-24.830763755202955,-25.055455720783566,-26.632921757572507,151.18881021541625,64.71001797956119,56.182520606024596,44.230528174575085,31.556708705516144,-19.433589876826332,-54.89542194314731,23.721378612098594,13.611067561722864,34.82575614475045,5.368571623015597,6.336946489353894,14.168620918263828,0.0,23.721378612098594,5.182288637772275,8.57367250871448,-2.4738751756072688,1.1241343084882356,4.532687882273825,1710.1240390898347
0.0,19.166585303648766,81.13730263720012,38.2100589143243,6.55265397906085,8.834825272977762,0.0,0.0,24.63926471821566,7.770651616999795,2.9914308588572474,5.068827110882479,10.985323410939422,13.202553907512149,218.55947773061854,0.0,0.0,0.0,0.0,0.0,-9.074889852683564,-20.691236960925405,-16.84990446125735,-14.539910294606496,-23.41370922790996,-21.936717189260975,-21.936717189260975,-24.612693988264798,-25.045279979524793,-24.53604656062287,-25.03514200428447,-25.2889094468956,-26.91729360132055,153.36977949439859,65.18969823621994,58.67731024014664,44.09604474009633,31.42983921050685,-22.459992397053483,-54.8561901365674,24.32485045908391,13.957333106202032,35.21069333109856,5.642721632543515,6.338426083321647,14.394720342255638,0.0,24.32485045908391,5.119360843313527,8.523558003756765,-2.6512907736862683,1.2695989724391676,4.678995903755384,1731.1989136898205
0.0,18.0504854155593,75.64667736126422,41.40253675722349,6.5059733465711505,9.058088068395103,0.0,0.0,25.13789469026461,7.326061692034569,3.086185403685047,4.890898816007539,11.203844158011783,13.127533160412955,215.43617886942974,0.0,0.0,0.0,0.0,0.0,-8.914184879133163,-20.06149413760167,-16.754012674003807,-14.449063542881776,-23.36342166309931,-21.864303757895332,-21.864303757895332,-24.552631618161715,-24.959412855450758,-24.476917159588364,-24.96831183722748,-25.244717840430216,-26.85275493957635,150.65379210973742,64.78238675969232,56.30807323568471,44.46363313787797,31.83160032061545,-19.338604125579515,-54.7363840209459,24.43712262763737,14.021753648383458,35.371629712790785,5.598267956204386,6.273758547860398,14.441515140330901,0.0,24.43712262763737,4.81397913951523,8.507002446240978,-2.512082552519339,1.382859731852859,4.620530714171977,1706.4594164519883
0.0,18.98101264087546,80.12726308616722,40.06930450991982,6.9102712217479665,9.539956711302212,0.0,0.0,24.54868811033527,7.325656711923228,3.0660529589532364,5.17097660608213,12.11333769327426,12.786724644989844,220.63924489557067,0.0,0.0,0.0,0.0,0.0,-9.146203696464442,-20.743310884534882,-17.058103721003395,-14.7349656138314,-23.83972289441833,-22.163796628883013,-22.163796628883013,-24.849705565358892,-25.28759908983598,-24.875899959571136,-25.50672185468076,-25.77567530278659,-27.20023015657524,154.57501599568096,66.06422889988971,58.58012420099217,44.872391246250864,32.14148790756245,-21.547138885175052,-55.16832360892886,24.415134410288896,14.00913704979592,36.12712197677536,5.209537783573657,6.516551191362458,14.861076290537037,0.0,24.415134410288896,5.1821718873028075,8.693411462446738,-2.143484824620421,1.3455745852803283,4.093313182543106,1747.6726474948152
0.0,18.955033282359686,88.71884141409322,44.57880444274872,7.083530378010481,10.521611622347127,0.0,0.0,25.608235335793246,7.7238351384801565,3.314626248878057,5.59135953844898,12.617167708224882,13.456242470017768,238.1692875794023,0.0,0.0,0.0,0.0,0.0,-9.871007293986416,-22.620571215591315,-18.461575420769535,-15.912735281281797,-25.6103700066535,-23.823611933544672,-23.823611933544676,-26.64437339476499,-27.11445115768699,-26.6994292423365,-27.37689328826718,-27.639585035676742,-29.127048177160855,166.82452753061375,71.34476004878854,64.40149478004199,48.721461699087556,34.74653776912458,-24.317346634051233,-60.52814389664537,25.640955015183323,14.712499503749601,38.4796235432573,5.475410938577097,6.905606823868023,15.576994158465045,0.0,25.640955015183323,5.563050448781116,9.18216873435856,-2.1607846896990406,1.314247285419043,4.274073735659208,1886.5272566213541
0.0,18.421294549986317,85.24586915691438,42.03625655583806,6.5089552206282715,9.918142734108748,0.0,0.0,25.46700615307202,8.245304224129278,3.035988198672732,5.37965721368328,11.306939279209649,12.570142018367399,228.13555530461008,0.0,0.0,0.0,0.0,0.0,-9.460733060176956,-21.688481911755975,-17.672662725707664,-15.221331241081284,-24.45863407707733,-22.890749937166614,-22.89074993716661,-25.635785199851195,-26.106806636844112,-25.593771142127792,-26.123949624646954,-26.349876639600122,-27.86071540264163,159.89070576604624,68.24484953856386,61.765665765413985,46.57401126095002,33.129734189695945,-23.480203391500396,-58.21257384531892,24.95259760644105,14.317527552489356,36.653054662312705,5.707074233536693,6.509970476406792,14.51786721826047,0.0,24.95259760644105,5.574218189265318,8.228900816593066,-2.6710860348639596,1.1303132627235124,4.3412412017743325,1807.0505549256063
